198.033, 129.493, 8.310, 18.140 False
197.756, 129.493, 8.310, 18.173 False
197.479, 129.493, 8.310, 18.206 False
197.202, 129.494, 8.310, 18.239 False
196.925, 129.494, 8.310, 18.272 False
196.648, 129.494, 8.310, 18.305 False
196.371, 129.494, 8.310, 18.338 False
196.094, 129.494, 8.310, 18.371 False
195.817, 129.494, 8.311, 18.404 False
195.540, 129.494, 8.311, 18.437 False
195.262, 129.495, 8.311, 18.470 False
194.985, 129.495, 8.311, 18.503 False
194.708, 129.495, 8.311, 18.536 False
194.431, 129.495, 8.311, 18.569 False
194.154, 129.495, 8.311, 18.602 False
193.877, 129.495, 8.311, 18.635 False
193.600, 129.495, 8.311, 18.668 False
193.323, 129.495, 8.311, 18.701 False
193.046, 129.495, 8.311, 18.734 False
192.769, 129.495, 8.311, 18.767 False
192.492, 129.495, 8.311, 18.800 False
192.215, 129.495, 8.311, 18.833 False
191.938, 129.495, 8.311, 18.866 False
191.661, 129.496, 8.312, 18.899 False
191.384, 129.496, 8.312, 18.932 False
191.107, 129.496, 8.312, 18.965 False
190.830, 129.496, 8.312, 18.998 False
190.553, 129.496, 8.312, 19.031 False
190.276, 129.496, 8.312, 19.064 False
189.999, 129.496, 8.312, 19.097 False
189.722, 129.496, 8.312, 19.130 False
189.445, 129.496, 8.312, 19.163 False
189.167, 129.496, 8.312, 19.196 False
188.890, 129.496, 8.312, 19.229 False
188.613, 129.496, 8.312, 19.262 False
188.336, 129.496, 8.312, 19.295 False
188.059, 129.496, 8.312, 19.328 False
187.782, 129.496, 8.312, 19.361 False
187.505, 129.496, 8.312, 19.394 False
187.228, 129.496, 8.313, 19.427 False
186.951, 129.496, 8.313, 19.460 False
186.674, 129.496, 8.313, 19.493 False
186.397, 129.496, 8.313, 19.526 False
186.120, 129.496, 8.313, 19.559 False
185.842, 129.496, 8.313, 19.592 False
185.565, 129.496, 8.313, 19.625 False
185.288, 129.496, 8.313, 19.658 False
185.011, 129.496, 8.313, 19.691 False
184.734, 129.496, 8.313, 19.724 False
184.457, 129.495, 8.313, 19.757 False
184.180, 129.495, 8.313, 19.790 False
183.903, 129.495, 8.313, 19.823 False
183.626, 129.495, 8.310, 19.856 False
183.349, 129.495, 8.292, 19.889 False
183.074, 129.495, 8.257, 19.922 False
182.801, 129.495, 8.192, 19.955 False
182.530, 129.495, 8.098, 19.988 False
182.264, 129.495, 7.981, 20.021 False
182.002, 129.495, 7.845, 20.054 False
181.746, 129.495, 7.693, 20.087 False
181.494, 129.495, 7.529, 20.120 False
181.249, 129.495, 7.354, 20.153 False
181.009, 129.495, 7.172, 20.186 False
180.776, 129.495, 6.982, 20.219 False
180.549, 129.495, 6.788, 20.252 False
180.329, 129.495, 6.592, 20.285 False
180.114, 129.495, 6.398, 20.318 False
179.907, 129.495, 6.211, 20.351 False
179.705, 129.495, 6.035, 20.384 False
179.508, 129.495, 5.876, 20.417 False
179.315, 129.495, 5.736, 20.450 False
179.127, 129.494, 5.618, 20.483 False
178.942, 129.494, 5.523, 20.516 False
178.759, 129.494, 5.452, 20.549 False
178.578, 129.494, 5.403, 20.582 False
178.398, 129.494, 5.376, 20.615 False
178.218, 129.494, 5.366, 20.648 False
178.039, 129.494, 5.358, 20.681 False
177.860, 129.494, 5.344, 20.714 False
177.681, 129.494, 5.334, 20.747 False
177.502, 129.494, 5.331, 20.780 False
177.324, 129.494, 5.333, 20.813 False
177.145, 129.494, 5.339, 20.846 False
176.967, 129.494, 5.348, 20.879 False
176.787, 129.494, 5.359, 20.912 False
176.608, 129.494, 5.370, 20.945 False
176.428, 129.494, 5.381, 20.978 False
176.248, 129.494, 5.392, 21.011 False
176.068, 129.493, 5.403, 21.044 False
175.887, 129.493, 5.415, 21.077 False
175.706, 129.493, 5.427, 21.110 False
175.525, 129.493, 5.441, 21.143 False
175.343, 129.493, 5.458, 21.176 False
175.160, 129.493, 5.478, 21.209 False
174.977, 129.493, 5.502, 21.242 False
174.792, 129.493, 5.531, 21.275 False
174.607, 129.493, 5.563, 21.308 False
174.420, 129.493, 5.599, 21.341 False
174.232, 129.493, 5.638, 21.374 False
174.043, 129.493, 5.677, 21.407 False
173.853, 129.493, 5.717, 21.440 False
173.661, 129.493, 5.756, 21.473 False
173.468, 129.493, 5.791, 21.506 False
173.274, 129.493, 5.823, 21.539 False
173.079, 129.493, 5.849, 21.572 False
172.884, 129.493, 5.870, 21.605 False
172.688, 129.492, 5.884, 21.638 False
172.492, 129.492, 5.891, 21.671 False
172.296, 129.492, 5.892, 21.704 False
172.100, 129.492, 5.886, 21.737 False
171.904, 129.492, 5.874, 21.770 False
171.709, 129.492, 5.856, 21.803 False
171.515, 129.492, 5.832, 21.836 False
171.321, 129.492, 5.803, 21.869 False
171.129, 129.492, 5.769, 21.902 False
170.938, 129.492, 5.731, 21.935 False
